report_month,report_year,insurer_sno,insurer,category,premium_month_cr,premium_ytd_cr,premium_month_py_cr,premium_ytd_py_cr,premium_ytd_var_pct,policies_month,policies_ytd,policies_month_py,policies_ytd_py,policies_ytd_var_pct,source_file
January,2023,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,101.59,1036.34,76.55,765.56,35.37,14052.0,150065.0,9803.0,96865.0,54.92,raw_files/DetailedReportofNB__27_.xls
January,2023,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,90.94,636.7,21.68,175.87,262.03,1.0,9.0,0.0,3.0,200.0,raw_files/DetailedReportofNB__27_.xls
January,2023,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,-0.02,0.0,0.06,-132.73,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__27_.xls
January,2023,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,23.25,797.52,23.04,378.59,110.65,6.0,29.0,3.0,48.0,-39.58,raw_files/DetailedReportofNB__27_.xls
January,2023,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Total,221.25,2560.47,128.76,1438.08,78.05,14234.0,152380.0,9988.0,99252.0,53.53,raw_files/DetailedReportofNB__27_.xls
January,2023,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,102.97,710.8,63.44,439.51,61.73,817.0,6421.0,595.0,4340.0,47.95,raw_files/DetailedReportofNB__27_.xls
January,2023,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,533.87,4670.23,394.32,3142.4,48.62,52160.0,487416.0,47301.0,386444.0,26.13,raw_files/DetailedReportofNB__27_.xls
January,2023,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,17.48,180.17,12.96,73.83,144.04,0.0,7.0,0.0,2.0,250.0,raw_files/DetailedReportofNB__27_.xls
January,2023,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.13,3.04,0.08,3.23,-6.01,0.0,8.0,0.0,12.0,-33.33,raw_files/DetailedReportofNB__27_.xls
January,2023,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,16.75,219.48,45.04,161.1,36.24,22.0,229.0,44.0,220.0,4.09,raw_files/DetailedReportofNB__27_.xls
January,2023,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Total,671.2,5783.72,515.83,3820.07,51.4,52999.0,494081.0,47940.0,391018.0,26.36,raw_files/DetailedReportofNB__27_.xls
January,2023,,PRIVATE,Individual Single Premium,1672.17,15659.86,1354.64,13128.46,19.28,23772.0,209018.0,29458.0,214930.0,-2.75,raw_files/DetailedReportofNB__27_.xls
January,2023,,PRIVATE,Individual Non Single Premium,5378.65,47333.41,4722.5,40111.38,18.0,638635.0,5923072.0,612401.0,5383840.0,10.02,raw_files/DetailedReportofNB__27_.xls
January,2023,,PRIVATE,Group Single Premium,3267.29,33985.18,2364.33,29436.2,15.45,95.0,886.0,79.0,841.0,5.35,raw_files/DetailedReportofNB__27_.xls
January,2023,,PRIVATE,Group Non Single Premium,5.98,115.79,14.07,289.95,-60.07,12.0,202.0,12.0,165.0,22.42,raw_files/DetailedReportofNB__27_.xls
January,2023,,PRIVATE,Group Yearly Renewable Premium,797.89,7216.56,565.21,5271.6,36.9,474.0,3439.0,284.0,2536.0,35.61,raw_files/DetailedReportofNB__27_.xls
January,2023,,PRIVATE,Total,11121.98,104310.81,9020.75,88237.6,18.22,662988.0,6136617.0,642234.0,5602312.0,9.54,raw_files/DetailedReportofNB__27_.xls
January,2023,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,2251.11,19440.09,1926.64,18597.91,4.53,80513.0,768686.0,83249.0,729637.0,5.35,raw_files/DetailedReportofNB__27_.xls
January,2023,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,2892.43,24464.37,2832.72,21987.31,11.27,1791801.0,13994471.0,2057268.0,14059064.0,-0.46,raw_files/DetailedReportofNB__27_.xls
January,2023,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,9840.45,142393.66,7903.75,95235.35,49.52,36.0,659.0,117.0,481.0,37.01,raw_files/DetailedReportofNB__27_.xls
January,2023,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,219.5,4378.42,206.71,2115.69,106.95,396.0,4485.0,529.0,5606.0,-20.0,raw_files/DetailedReportofNB__27_.xls
January,2023,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,98.18,626.9,66.45,1015.04,-38.24,3432.0,24300.0,3145.0,22874.0,6.23,raw_files/DetailedReportofNB__27_.xls
January,2023,27.0,LIFE INSURANCE CORPORATION OF INDIA,Total,15301.67,191303.44,12936.29,138951.3,37.68,1876178.0,14792601.0,2144308.0,14817662.0,-0.17,raw_files/DetailedReportofNB__27_.xls
January,2023,27.0,INDUSTRY TOTAL,Total,26423.65,295614.25,21957.04,227188.9,30.12,2539166.0,20929218.0,2786542.0,20419974.0,2.49,raw_files/DetailedReportofNB__27_.xls
February,2023,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,31.47,427.77,19.67,215.09,98.88,617.0,7257.0,254.0,2325.0,212.13,raw_files/DetailedReportofNB__28_.xls
February,2023,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,250.32,2230.97,175.56,1792.05,24.49,18709.0,195050.0,18099.0,187296.0,4.14,raw_files/DetailedReportofNB__28_.xls
February,2023,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Single Premium,299.85,3542.59,218.77,2470.12,43.42,7.0,82.0,9.0,71.0,15.49,raw_files/DetailedReportofNB__28_.xls
February,2023,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.42,5.13,0.25,22.83,-77.54,0.0,1.0,0.0,4.0,-75.0,raw_files/DetailedReportofNB__28_.xls
February,2023,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,30.57,234.92,30.81,155.13,51.44,30.0,274.0,6.0,173.0,58.38,raw_files/DetailedReportofNB__28_.xls
February,2023,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Total,612.62,6441.38,445.05,4655.22,38.37,19363.0,202664.0,18368.0,189869.0,6.74,raw_files/DetailedReportofNB__28_.xls
February,2023,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,24.6,200.11,20.96,241.55,-17.16,407.0,4254.0,432.0,4494.0,-5.34,raw_files/DetailedReportofNB__28_.xls
February,2023,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,35.57,372.43,28.72,302.96,22.93,3246.0,36076.0,3217.0,32789.0,10.02,raw_files/DetailedReportofNB__28_.xls
February,2023,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,17.95,208.3,17.99,137.82,51.14,3.0,7.0,0.0,1.0,600.0,raw_files/DetailedReportofNB__28_.xls
February,2023,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.02,0.0,0.03,-29.57,0.0,0.0,0.0,2.0,-100.0,raw_files/DetailedReportofNB__28_.xls
February,2023,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Total,78.13,780.86,67.67,682.37,14.43,3656.0,40337.0,3649.0,37286.0,8.18,raw_files/DetailedReportofNB__28_.xls
February,2023,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.44,13.1,3.2,12.7,3.15,18.0,151.0,27.0,111.0,36.04,raw_files/DetailedReportofNB__28_.xls
February,2023,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,18.89,157.76,17.22,142.81,10.47,2740.0,22911.0,1915.0,17253.0,32.79,raw_files/DetailedReportofNB__28_.xls
February,2023,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,5.74,11.67,0.44,4.61,153.2,8.0,19.0,0.0,1.0,1800.0,raw_files/DetailedReportofNB__28_.xls
February,2023,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.09,0.98,0.15,1.13,-13.17,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,3.98,70.26,4.72,68.2,3.02,22.0,156.0,1.0,73.0,113.7,raw_files/DetailedReportofNB__28_.xls
February,2023,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Total,31.13,253.77,25.73,229.45,10.6,2788.0,23237.0,1943.0,17438.0,33.25,raw_files/DetailedReportofNB__28_.xls
February,2023,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,172.95,1960.51,186.63,1485.85,31.95,727.0,8758.0,679.0,5999.0,45.99,raw_files/DetailedReportofNB__28_.xls
February,2023,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,471.69,4288.61,443.31,4332.37,-1.01,51668.0,471978.0,55812.0,509026.0,-7.28,raw_files/DetailedReportofNB__28_.xls
February,2023,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,73.74,654.26,62.76,645.81,1.31,2.0,13.0,13.0,38.0,-65.79,raw_files/DetailedReportofNB__28_.xls
February,2023,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,7.82,68.88,2.65,46.72,47.42,19.0,122.0,3.0,33.0,269.7,raw_files/DetailedReportofNB__28_.xls
February,2023,5.0,AXIS MAX LIFE INSURANCE LIMITED,Total,726.19,6972.25,695.35,6510.75,7.09,52416.0,480871.0,56507.0,515096.0,-6.64,raw_files/DetailedReportofNB__28_.xls
February,2023,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,39.9,494.7,35.24,241.86,104.54,591.0,5946.0,445.0,3467.0,71.5,raw_files/DetailedReportofNB__28_.xls
February,2023,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,451.39,4040.45,346.32,2993.22,34.99,55294.0,514057.0,45002.0,395783.0,29.88,raw_files/DetailedReportofNB__28_.xls
February,2023,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,409.98,3962.54,406.83,3805.1,4.14,7.0,96.0,5.0,72.0,33.33,raw_files/DetailedReportofNB__28_.xls
February,2023,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,28.6,563.15,91.15,423.46,32.99,31.0,188.0,10.0,115.0,63.48,raw_files/DetailedReportofNB__28_.xls
February,2023,6.0,BAJAJ LIFE INSURANCE LIMITED,Total,929.88,9060.83,879.54,7463.64,21.4,55923.0,520287.0,45462.0,399437.0,30.26,raw_files/DetailedReportofNB__28_.xls
February,2023,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.0,0.06,0.0,0.4,-83.97,10.0,700.0,0.0,1809.0,-61.3,raw_files/DetailedReportofNB__28_.xls
February,2023,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,0.16,0.88,0.32,9.85,-91.08,405.0,1422.0,242.0,6905.0,-79.41,raw_files/DetailedReportofNB__28_.xls
February,2023,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,1.28,5.18,0.0,0.0,,2.0,17.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,0.11,0.43,0.1,6.19,-93.09,1.0,5.0,0.0,17.0,-70.59,raw_files/DetailedReportofNB__28_.xls
February,2023,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,1.55,6.55,0.43,16.44,-60.18,418.0,2144.0,242.0,8731.0,-75.44,raw_files/DetailedReportofNB__28_.xls
February,2023,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,8.61,31.59,2.49,47.7,-33.77,87.0,500.0,42.0,403.0,24.07,raw_files/DetailedReportofNB__28_.xls
February,2023,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,68.11,607.71,60.52,577.14,5.3,10484.0,88556.0,11020.0,100499.0,-11.88,raw_files/DetailedReportofNB__28_.xls
February,2023,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,15.39,173.16,14.04,142.75,21.31,0.0,5.0,1.0,15.0,-66.67,raw_files/DetailedReportofNB__28_.xls
February,2023,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.65,21.68,2.06,6.37,240.2,0.0,4.0,0.0,4.0,0.0,raw_files/DetailedReportofNB__28_.xls
February,2023,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,94.75,834.14,79.11,773.95,7.78,10571.0,89065.0,11063.0,100921.0,-11.75,raw_files/DetailedReportofNB__28_.xls
February,2023,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,10.11,187.42,34.49,360.31,-47.98,81.0,1391.0,255.0,2969.0,-53.15,raw_files/DetailedReportofNB__28_.xls
February,2023,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,163.62,1249.21,144.25,1074.79,16.23,19060.0,152762.0,18641.0,145190.0,5.22,raw_files/DetailedReportofNB__28_.xls
February,2023,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,66.87,1521.65,118.41,858.44,77.26,0.0,13.0,0.0,6.0,116.67,raw_files/DetailedReportofNB__28_.xls
February,2023,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.03,0.51,0.09,1.57,-67.59,0.0,4.0,0.0,2.0,100.0,raw_files/DetailedReportofNB__28_.xls
February,2023,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,33.46,262.15,0.88,152.05,72.42,1.0,17.0,4.0,65.0,-73.85,raw_files/DetailedReportofNB__28_.xls
February,2023,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Total,274.1,3220.94,298.12,2447.14,31.62,19142.0,154187.0,18900.0,148232.0,4.02,raw_files/DetailedReportofNB__28_.xls
February,2023,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.08,15.51,3.8,25.72,-39.69,3121.0,3302.0,3134.0,4713.0,-29.94,raw_files/DetailedReportofNB__28_.xls
February,2023,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,46.7,348.74,41.3,325.27,7.22,4888.0,41848.0,5267.0,49008.0,-14.61,raw_files/DetailedReportofNB__28_.xls
February,2023,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.81,21.23,2.38,24.16,-12.14,0.0,0.0,-3.0,-3.0,-100.0,raw_files/DetailedReportofNB__28_.xls
February,2023,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.05,0.83,0.11,1.21,-31.4,0.0,3.0,1.0,7.0,-57.14,raw_files/DetailedReportofNB__28_.xls
February,2023,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Total,48.63,386.31,47.58,376.36,2.64,8009.0,45153.0,8399.0,53725.0,-15.96,raw_files/DetailedReportofNB__28_.xls
February,2023,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,53.75,7.91,124.59,-56.86,0.0,629.0,106.0,1191.0,-47.19,raw_files/DetailedReportofNB__28_.xls
February,2023,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,336.08,60.71,573.82,-41.43,0.0,60717.0,10818.0,106023.0,-42.73,raw_files/DetailedReportofNB__28_.xls
February,2023,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.21,0.02,0.56,-61.84,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,14.07,10.25,43.81,-67.88,0.0,28.0,0.0,12.0,133.33,raw_files/DetailedReportofNB__28_.xls
February,2023,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,31.54,1.51,99.37,-68.26,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Total,0.0,435.65,80.4,842.14,-48.27,0.0,61374.0,10924.0,107226.0,-42.76,raw_files/DetailedReportofNB__28_.xls
February,2023,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.21,6.89,0.21,3.83,79.86,9.0,176.0,10.0,145.0,21.38,raw_files/DetailedReportofNB__28_.xls
February,2023,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,33.27,259.5,26.01,228.96,13.34,3477.0,34041.0,3517.0,31099.0,9.46,raw_files/DetailedReportofNB__28_.xls
February,2023,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.94,13.82,1.34,20.4,-32.28,0.0,3.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,12.35,275.85,5.44,101.21,172.55,7.0,30.0,0.0,20.0,50.0,raw_files/DetailedReportofNB__28_.xls
February,2023,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,46.77,556.04,33.0,354.4,56.9,3493.0,34250.0,3527.0,31264.0,9.55,raw_files/DetailedReportofNB__28_.xls
February,2023,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,310.54,3588.01,322.66,3464.38,3.57,3511.0,39342.0,3873.0,40987.0,-4.01,raw_files/DetailedReportofNB__28_.xls
February,2023,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,899.46,7987.0,640.8,6618.61,20.67,87863.0,783359.0,70881.0,747295.0,4.83,raw_files/DetailedReportofNB__28_.xls
February,2023,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1010.16,11025.92,1067.8,10713.46,2.92,20.0,182.0,22.0,127.0,43.31,raw_files/DetailedReportofNB__28_.xls
February,2023,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,52.56,470.49,45.22,340.28,38.27,78.0,324.0,1.0,49.0,561.22,raw_files/DetailedReportofNB__28_.xls
February,2023,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Total,2272.72,23071.43,2076.48,21136.73,9.15,91472.0,823207.0,74777.0,788458.0,4.41,raw_files/DetailedReportofNB__28_.xls
February,2023,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,189.29,2241.9,297.64,2963.86,-24.36,2212.0,26750.0,3188.0,30346.0,-11.85,raw_files/DetailedReportofNB__28_.xls
February,2023,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,605.95,4990.56,552.37,5044.57,-1.07,48862.0,478623.0,53639.0,533197.0,-10.24,raw_files/DetailedReportofNB__28_.xls
February,2023,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,392.82,3797.19,291.86,2523.59,50.47,14.0,92.0,16.0,114.0,-19.3,raw_files/DetailedReportofNB__28_.xls
February,2023,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.01,0.25,-99.43,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,142.38,3027.34,198.35,2312.5,30.91,173.0,1571.0,54.0,1022.0,53.72,raw_files/DetailedReportofNB__28_.xls
February,2023,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,1330.44,14056.99,1340.22,12844.77,9.44,51261.0,507036.0,56897.0,564679.0,-10.21,raw_files/DetailedReportofNB__28_.xls
February,2023,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,4.99,65.17,14.55,84.6,-22.97,165.0,1675.0,346.0,1963.0,-14.67,raw_files/DetailedReportofNB__28_.xls
February,2023,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,150.29,1467.52,126.09,1121.61,30.84,28707.0,273995.0,26290.0,226057.0,21.21,raw_files/DetailedReportofNB__28_.xls
February,2023,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,61.64,855.96,70.58,1101.46,-22.29,14.0,139.0,11.0,248.0,-43.95,raw_files/DetailedReportofNB__28_.xls
February,2023,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.02,0.33,0.03,0.47,-29.7,0.0,1.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,216.94,2388.97,211.25,2308.14,3.5,28886.0,275810.0,26647.0,228268.0,20.83,raw_files/DetailedReportofNB__28_.xls
February,2023,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.38,25.98,3.01,39.99,-35.02,50.0,824.0,93.0,1266.0,-34.91,raw_files/DetailedReportofNB__28_.xls
February,2023,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,84.32,830.64,83.04,804.48,3.25,12799.0,132974.0,13837.0,136088.0,-2.29,raw_files/DetailedReportofNB__28_.xls
February,2023,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
February,2023,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,10.4,70.15,49.32,251.32,-72.09,5.0,55.0,8.0,42.0,30.95,raw_files/DetailedReportofNB__28_.xls
February,2023,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.66,14.25,0.28,24.36,-41.52,3.0,60.0,7.0,60.0,0.0,raw_files/DetailedReportofNB__28_.xls
February,2023,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,97.75,941.02,135.65,1120.15,-15.99,12857.0,133913.0,13945.0,137456.0,-2.58,raw_files/DetailedReportofNB__28_.xls
February,2023,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,130.73,1149.03,133.51,1004.9,14.34,4963.0,35082.0,6572.0,39951.0,-12.19,raw_files/DetailedReportofNB__28_.xls
February,2023,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,270.5,1861.21,203.02,1487.1,25.16,27303.0,231729.0,27286.0,224295.0,3.31,raw_files/DetailedReportofNB__28_.xls
February,2023,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,244.67,2292.87,191.37,1390.76,64.86,11.0,75.0,11.0,82.0,-8.54,raw_files/DetailedReportofNB__28_.xls
February,2023,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.17,9.14,0.59,3.73,144.76,1.0,9.0,3.0,14.0,-35.71,raw_files/DetailedReportofNB__28_.xls
February,2023,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,47.28,869.3,43.71,883.68,-1.63,71.0,484.0,27.0,473.0,2.33,raw_files/DetailedReportofNB__28_.xls
February,2023,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,693.36,6181.55,572.21,4770.17,29.59,32349.0,267379.0,33899.0,264815.0,0.97,raw_files/DetailedReportofNB__28_.xls
February,2023,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,10.9,120.32,11.77,120.94,-0.51,168.0,1996.0,164.0,1758.0,13.54,raw_files/DetailedReportofNB__28_.xls
February,2023,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,192.21,1755.77,184.02,1396.33,25.74,24153.0,245386.0,23654.0,216365.0,13.41,raw_files/DetailedReportofNB__28_.xls
February,2023,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,65.91,674.08,41.59,377.3,78.66,0.0,0.0,2.0,5.0,-100.0,raw_files/DetailedReportofNB__28_.xls
February,2023,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.01,0.42,0.7,1.67,-74.81,5.0,106.0,5.0,93.0,13.98,raw_files/DetailedReportofNB__28_.xls
February,2023,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,9.85,141.38,11.48,117.02,20.82,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__28_.xls
